Accession,Gene
Q14749,GNMT
P41250,GARS1
P54840,GYS2
P13807,GYS1
P11216,PYGB
P49841,GSK3B
Q9NZD2,GLTP
P30419,NMT1
F6TLX2,GLOD4
Q9UBQ7,GRHPR
P49915,GMPS
Q92896,GLG1
O00461,GOLIM4
P0CG08,GPR89B
Q08379,GOLGA2
Q92917,GPKOW
Q96S52,PIGS
A0A1W2PNP0,PIGT
Q92643,PIGK
Q6Y7W6,GIGYF2
F5H5I6,GRSF1
Q8TAE8,GADD45GIP1
P62993,GRB2
Q9H3K2,GHITM
Q99988,GDF15
Q9H4S2,GSX1
Q9UIJ7,AK3
O75616,ERAL1
P01116,KRAS
B5MDF5,RAN
Q9BX10,GTPBP2
K7EMR8,RIT2
Q9NR31,SAR1A
Q9Y6B6,SAR1B
Q9Y2T3,GDA
V9GYM8,ARHGEF2
P08754,GNAI3
P04899,GNAI2
Q9UBI6,GNG12
P62873,GNB1
P62879,GNB2
Q14344,GNA13
Q9BVP2,GNL3
P32455,GBP1
P32456,GBP2
Q96HR8,NAF1
Q9NY12,GAR1
O60832,DKC1
Q9BXW7,HDHD5
A0A2R8Y6S1,TSC1
P00738,HP
Q9Y450,HBS1L
A0A0B4J1V8,PPAN-P2RY11
H3BQZ7,HNRNPUL2-BSCL2
O00165,HAX1
Q9H583,HEATR1
Q7Z4Q2,HEATR3
A0A0G2JIW1,HSPA1B
P34931,HSPA1L
P34932,HSPA4
E9PDE8,HSPA4L
P17066,HSPA6
E9PN89,HSPA8
P11142,HSPA8
Q92598,HSPH1
Q12931,TRAP1
P04792,HSPB1
Q9UJY1,HSPB8
P07900,HSP90AA1
P08238,HSP90AB1
P54652,HSPA2
Q9HCE1,MOV10
A0A087X0E3,SRCAP
Q14527,HLTF
P09601,HMOX1
P30519,HMOX2
P69905,HBA1
P68871,HBB
P02042,HBD
P02790,HPX
Q7LGA3,HS2ST1
Q9Y251,HPSE
E5RIF6,HAVCR1
D6RAR4,HGFAC
A0A087WX58,HDGFL2
Q5SSJ5,HP1BP3
D6RBZ0,HNRNPAB
Q13151,HNRNPA0
H0YH80,HNRNPA1
P09651,HNRNPA1
P51991,HNRNPA3
Q14103,HNRNPD
A0A087WU03,HNRNPDL
O14979,HNRNPDL
P52597,HNRNPF
D6RBM0,HNRNPH1
P31943,HNRNPH1
P55795,HNRNPH2
P31942,HNRNPH3
Q5T6W2,HNRNPK
P61978,HNRNPK
P14866,HNRNPL
Q8WVV9,HNRNPLL
M0QZM1,HNRNPM
P52272,HNRNPM
B7Z645,SYNCRIP
O60506,SYNCRIP
O43390,HNRNPR
Q00839,HNRNPU
Q9BUJ2,HNRNPUL1
P22626,HNRNPA2B1
G3V4C1,HNRNPC
P07910,HNRNPC
E9PB90,HK2
P19367,HK1
C9JAW5,4 SV
O15431,SLC31A1
Q15651,HMGN3
O00479,HMGN4
Q9NP66,HMG20A
P09429,HMGB1
P26583,HMGB2
O15347,HMGB3
P17096,HMGA1
P52926,HMGA2
P42357,HAL
D6RE99,HINT1
P04196,HRG
A0A2R8Y5P7,HARS2
P12081,HARS1
O14929,HAT1
Q9Y294,ASF1A
K7ES22,ASF1B
Q13547,HDAC1
Q92769,HDAC2
O00422,SAP18
P07305,H1-0
Q92522,H1-10
P16403,H1-2
P16402,H1-3
P10412,H1-4
P16401,H1-5
P22492,H1-6
Q8IUE6,H2AC21
Q16777,H2AC20
Q7L7L0,H2AW
Q71UI9,H2AZ2
P16104,H2AX
Q96A08,H2BC1
Q16778,H2BC21
Q5QNW6,H2BC18
Q8N257,H2BU1
Q5TEC6,H3-2
Q71DI3,H3C15
P84243,H3-3A
P62805,H4C1
H0Y3N9,PHF8
Q86X55,CARM1
Q09028,RBBP4
Q16576,RBBP7
Q96KQ7,EHMT2
Q9BZ95,NSD3
O43719,HTATSF1
A0A140T9H5,HLA-C
D7RIG5,HLA-DRB1
P35548,MSX2
Q86YZ3,HRNR
P51610,HCFC1
P50502,ST13
Q16543,CDC37
O75146,HIP1R
M0QXH4,HAS1
Q16836,HADH
Q16775,HAGH
P35914,HMGCL
Q01581,HMGCS1
Q6YN16,HSDL2
Q9Y4L1,HYOU1
A0A087WUZ2,FCGBP
A0A0G2JRQ6,1 SV
A0A087WW49,4 SV
P01876,IGHA1
A0A0G2JMB2,IGHA2
P01857,IGHG1
A0A286YEY4,IGHG2
A0A4W9A917,IGHG3
A0A286YFJ8,IGHG4
P01871,IGHM
A0A0A0MS14,IGHV1-45
S4R460,IGHV3OR16-9
A0A0A0MS15,IGHV3-49
A0A0J9YX35,IGHV3-64D
P01780,IGHV3-7
A0A0B4J1X5,IGHV3-74
P06331,IGHV4-34
A0A0B4J1U7,IGHV6-1
D6RD17,JCHAIN
P01834,IGKC
A0A2Q2TTZ9,IGKV1D-33
P01602,IGKV1-5
A2NJV5,IGKV2-29
A0A5H1ZRS2,IGKV2D-28
P04433,IGKV3-11
P01624,IGKV3-15
P01619,IGKV3-20
P06312,IGKV4-1
P0DOY2,IGLC2
P01700,IGLV1-47
P01706,IGLV2-11
A0A075B6J9,IGLV2-18
P80748,IGLV3-21
P01718,IGLV3-27
A0A0B4J231,IGLL5
Q969P0,IGSF8
P52292,KPNA2
O00629,KPNA4
O00505,KPNA3
O15131,KPNA5
Q14974,KPNB1
Q8TEX9,IPO4
O00410,IPO5
O95373,IPO7
Q96P70,IPO9
A0A494C1B1,SUMF2
H3BQI7,HSDL1
Q8IWB6,TEX14
Q13308,PTK7
Q86YV5,PRAG1
Q9Y6Y0,IVNS1ABP
Q9NQS7,INCENP
Q9Y2U8,LEMD3
H0Y9D8,PPA2
Q15181,PPA1
A0A3B3IRL5,IMPDH1
H0Y4R1,IMPDH2
F8W9L6,IRAG2
Q14573,ITPR3
O14732,IMPA2
P49441,INPP1
J3QLD7,ISYNA1
Q96DU7,ITPKC
P35568,IRS1
P14735,IDE
O00425,IGF2BP3
B8ZZM6,ITM2C
Q96CB8,INTS12
P06756,ITGAV
P05556,ITGB1
P16144,ITGB4
H7C0L5,ITIH4
P05362,ICAM1
Q7Z5L9,IRF2BP2
P20591,MX1
P09914,IFIT1
P19525,EIF2AK2
O75569,PRKRA
O00458,IFRD1
B4DY09,ILF2
Q12906,ILF3
P18510,IL1RN
Q14116,IL18
Q9UHA7,IL36A
Q9NZH8,IL36G
Q9UBH0,IL36RN
Q5JVS0,HABP4
P07476,IVL
A6NCM1,IQCA1L
Q96CN7,ISOC1
H0YL72,IDH3A
O43837,IDH3B
O75874,IDH1
P48735,IDH2
Q9NSE4,IARS2
J3KR24,IARS1
J3KR23,IST1
P14923,JUP
Q9Y624,F11R
O43240,KLK10
Q9UKR3,KLK13
M0QXX2,KLK5
Q92876,KLK6
P49862,KLK7
Q9UKQ9,KLK9
H3BPK1,KATNB1
A0A1B0GWK2,KAZN
O94889,KLHL18
Q8IXQ5,KLHL7
Q15323,KRT31
Q14525,KRT33B
O76011,KRT34
A0A1B0GVI3,KRT10
P13645,KRT10
Q99456,KRT12
K7EMD9,KRT13
P13646,KRT13
P02533,KRT14
P19012,KRT15
P08779,KRT16
Q04695,KRT17
P05783,KRT18
P08727,KRT19
Q9C075,KRT23
Q2M2I5,KRT24
Q7Z3Y8,KRT27
P35527,KRT9
Q9NSB4,KRT82
P78385,KRT83
Q9NSB2,KRT84
P78386,KRT85
O43790,KRT86
P04264,KRT1
Q7Z794,KRT77
P35908,KRT2
Q01546,KRT76
P12035,KRT3
P19013,KRT4
P13647,KRT5
P02538,KRT6A
P04259,KRT6B
P48668,KRT6C
P08729,KRT7
Q3SY84,KRT71
Q14CN4,KRT72
F8W1S1,KRT74
O95678,KRT75
Q8N1N4,KRT78
Q5XKE5,KRT79
P05787,KRT8
Q6KB66,KRT80
P60985,KRTDAP
Q5T749,KPRP
P50053,KHK
Q07666,KHDRBS1
Q5W0G0,KIRREL1
Q86UP2,KTN1
P33176,KIF5B
Q9NQT8,KIF13B
H0YME6,KIF23
D6R9M0,KIF2A
O00139,KIF2A
Q99661,KIF2C
Q9BW19,KIFC1
P01042,KNG1
Q13601,KRR1
H3BR01,SPINT1
O43278,SPINT1
Q9NZI2,KCNIP1
Q16719,KYNU
E7EQB2,LTF
Q04760,GLO1
O00515,LAD1
P42166,TMPO
P42167,TMPO
P20700,LMNB1
Q03252,LMNB2
P07942,LAMB1
Q6PKG0,LARP1
Q71RC2,LARP4
Q92615,LARP4B
Q01650,SLC7A5
H7C2X7,LSG1
Q5TA76,LCE3A
Q9BYE3,LCE3D
F5H479,LAMTOR1
C9JXA7,LAMTOR4
Q9BS40,LXN
Q96KR4,LMLN
Q8NC56,LEMD2
Q9BRK4,LZTS2
P42704,LRPPRC
H7C5S6,LRWD1
Q32MZ4,LRRFIP1
Q9Y608,LRRFIP2
A6NHZ5,LRRC14B
Q8TF66,LRRC15
Q9H9A6,LRRC40
Q8N1G4,LRRC47
Q96AG4,LRRC59
A0A6I8PL42,LARS1
P30740,SERPINB1
E7EWC7,LENG8
Q08722,CD47
P09960,LTA4H
P48059,LIMS1
Q14847,LASP1
Q9UHB6,LIMA1
O00370,1 SV
Q9BU23,LMF2
P11182,DBT
P31025,LCN1
Q86X29,LSR
A0A494C1L5,LRBA
Q86W92,PPFIBP1
E9PK17,PPFIBP2
Q9Y2F5,ICE1
P00338,LDHA
P07195,LDHB
J3QRV5,LLGL2
K7EKE6,LONP1
Q6P1M0,SLC27A4
P28330,ACADL
E7EPM6,ACSL1
O95573,ACSL3
O60488,ACSL4
P23490,LORICRIN
O15165,LDLRAD4
O95232,LUC7L3
P05455,SSB
J3KS22,DCXR
M0QYY3,LYPD5
O95867,LY6G6C
Q14210,LY6D
Q9NRZ9,HELLS
Q1ED39,KNOP1
Q6ZMT4,KDM7A
R4GMQ1,KDM1A
Q15046,KARS1
Q7L5L3,GDPD3
Q96N66,MBOAT7
P04062,GBA
P10619,CTSA
P42785,PRCP
P11279,LAMP1
P13473,LAMP2
P61626,LYZ
Q8WWC4,MAIP1
Q8N5G2,MACO1
P39900,MMP12
P14174,MIF
P40121,CAPG
Q9H0U3,MAGT1
D6RIZ4,MFSD10
Q14764,MVP
B9A041,MDH1
P40925,MDH1
P40926,MDH2
Q14165,MLEC
Q9ULC4,MCTS1
Q8IVS2,MCAT
O75556,SCGB2A1
Q96IJ6,GMPPA
O60476,MAN1A2
Q13724,MOGS
Q9BUT9,MCRIP2
Q8NDC0,MAPK1IP1L
P49006,MARCKSL1
O95460,MATN4
A8MXP9,MATR3
P14780,MMP9
Q8IWI9,MGA
Q14676,MDC1
Q93074,MED12
O60244,MED14
G3V1P5,MED15
A6PVP4,MED20
Q9NPJ6,MED4
E9PF16,ACSF2
Q5T4U5,ACADM
F8W1D1,PMEL
G3V599,MIA2
A8MXT2,MAGEB17
Q9Y5V3,MAGED1
R4GN18,CD46
O00264,PGRMC1
O15173,PGRMC2
Q9Y483,MTF2
E7ESY4,MTA1
O94776,MTA2
Q13505,MTX1
C9JAZ1,MTX2
Q13228,SELENBP1
P53582,METAP1
G3V1U3,METAP2
P56192,MARS1
Q9HCC0,MCCC2
P22033,MMUT
F8VQX6,METTL7A
A0A140TA86,MICOS13
Q16891,IMMT
C9J406,IMMT
A0A087WUX8,APOOL
C9JRZ6,CHCHD3
J3QTA6,CHCHD6
P55081,MFAP1
Q8WYQ5,DGCR8
P10620,MGST1
Q99735,MGST2
O14880,MGST3
A0A087WUC6,SPCS2
H3BPE1,MACF1
Q8WVR3,MAP11
E9PGC8,MAP1A
Q66K74,MAP1S
P11137,MAP2
P27816,MAP4
Q15691,MAPRE1
A0A0C4DGU3,HM13
H7C3Q6,MITD1
Q02978,SLC25A11
Q8N8R3,SLC25A29
H0Y8C3,MTCH1
Q9Y6C9,MTCH2
Q9UBX3,SLC25A10
K4DIA8,SLC25A22
Q9Y3D7,PAM16
Q9BVV7,TIMM21
O14925,TIMM23
Q9BSF4,TIMM29
O43615,TIMM44
Q3ZCQ8,TIMM50
Q15388,TOMM20
Q15785,TOMM34
O96008,TOMM40
O94826,TOMM70
A0A087X0L7,OXA1L
O95900,TRUB2
O95202,LETM1
Q5R3B4,MPC2
Q8IXI1,RHOT2
O95847,SLC25A27
Q10713,PMPCA
Q8IWA4,MFN1
C9JUK9,MAPK7
P28482,MAPK1
O15264,MAPK13
E7ENQ1,MAP4K4
B4E0K5,MAPK14
E9PQW4,MAPK3
O43684,BUB3
O60566,BUB1B
Q8IVT2,MISP
Q8NB16,MLKL
Q9BYG3,NIFK
P26038,MSN
P53985,SLC16A1
O15427,SLC16A3
G5E9F5,MPV17
P78406,RAE1
Q9UKD2,MRTO4
Q96T58,SPEN
Q9UKN1,MUC12
P98088,MUC5AC
Q96DR8,MUCL1
I3L4X2,ABCC1
F5GYQ2,TRMT112
O60568,PLOD3
P22234,PAICS
Q9BU76,MMTAG2
A0A0A0MQX8,MBNL1
Q9BQG0,MYBBP1A
H3BQI4,MAZ
Q8TBZ2,MYCBPAP
U3KPS2,PRTN3
Q15773,MLF2
C9JJV6,MYADM
Q969H8,MYDGF
P05164,MPO
Q9NZM1,MYOF
Q32MK0,MYLK3
F8W1R7,MYL6
A0A494BZV2,MPRIP
O14950,MYL12B
P35580,MYH10
Q7Z406,MYH14
P35579,MYH9
P29966,MARCKS
Q9UJ70,NAGK
P15586,GNS
Q13423,NNT
B4DLR8,NQO1
P23368,ME2
Q8N1B9,NDUFA10
F8VRD8,NDUFA12
Q9P0J0,NDUFA13
Q16718,NDUFA5
Q16795,NDUFA9
O75306,NDUFS2
O75489,NDUFS3
O00217,NDUFS8
Q9UHQ9,CYB5R1
Q6BCY4,CYB5R2
P00387,CYB5R3
P28331,NDUFS1
P48163,ME1
A0A0A0MSZ4,FDXR
P16435,POR
Q9BXJ9,NAA15
C9J5D1,NAA50
H0YHX9,NACA
Q9Y2A7,NCKAP1
O00308,WWP2
Q8TBC4,UBA3
A0A0C4DFX9,NELFA
A0A5H1ZRP4,NELFB
A0A0A0MSN9,NELFE
G3V5X4,SYNE2
P48681,NES
Q8IZJ1,UNC5B
Q96SB3,PPP1R9B
Q09666,AHNAK
Q04721,NOTCH2
M0QX38,NOTCH3
Q8NEJ9,NGDN
C9JYY6,NRCAM
O60462,NRP2
E9PKU7,GANAB
Q14697,GANAB
P43007,SLC1A4
Q15758,SLC1A5
P59665,DEFA1
P08246,ELANE
P80188,LCN2
P55769,SNU13
Q969V3,NCLN
Q92542,NCSTN
P43490,NAMPT
Q9NPI5,NMRK2
Q9HAN9,NMNAT1
Q6XQN6,NAPRT
A0A2R8YDS4,NOS2
Q86UT6,NLRX1
A0A0G2JN29,NOMO1
O95897,OLFM2
P05114,HMGN1
P05204,HMGN2
Q15233,NONO
P22307,SCP2
Q96MG7,NSMCE3
A0A1U9X989,NOTCH4
F2Z2K0,NSFL1C
I3L4B7,SGSH
Q96KG9,SCYL1
P23497,SP100
P49321,NASP
H7BYP4,SP140L
Q09161,NCBP1
P52298,NCBP2
P08651,NFIC
Q7Z417,NUFIP2
Q9Y266,NUDC
Q14980,NUMA1
P57740,NUP107
Q8WUM0,NUP133
P49790,NUP153
O75694,NUP155
Q12769,NUP160
Q92621,NUP205
P35658,NUP214
Q9UKX7,NUP50
Q9BW27,NUP85
Q99567,NUP88
Q8N1F7,NUP93
P52948,NUP98
P37198,NUP62
Q8TEM1,NUP210
Q8TAT6,NPLOC4
Q9HCD5,NCOA5
Q8NG42,PGR
Q9UBU9,NXF1
H3BRV9,NUTF2
Q9H1E3,NUCKS1
F8WC11,EXOG
Q02818,NUCB1
A0A0A0MRM9,NOLC1
S4R341,NOLC1
Q9Y3T9,NOC2L
Q8WTT2,NOC3L
Q9BVI4,NOC4L
Q9BZE4,GTPBP4
Q13823,GNL2
Q5C9Z4,NOM1
O60287,URB1
Q9BSC4,NOL10
Q9H8H0,NOL11
P78316,NOP14
Q9Y3C1,NOP16
O00567,NOP56
Q9Y2X3,NOP58
Q9H6R4,NOL6
Q9UMY1,NOL7
Q9NR30,DDX21
E9PKP7,UBTF
P19338,NCL
F8W8I6,TIA1
Q01085,TIAL1
P06748,NPM1
O75607,NPM3
Q9BTX1,NDC1
Q5SRE5,NUP188
Q8NFH5,NUP35
Q8NFH4,NUP37
Q8NFH3,NUP43
Q7Z3B4,NUP54
Q9BVL2,NUP58
Q96EE3,SEH1L
P12270,TPR
P15531,NME1
Q32Q12,NME1-NME2
F8VV59,NAP1L1
Q99733,NAP1L4
Q9NTK5,OLA1
A0A0G2JMZ8,OCLN
Q56VL3,OCIAD2
H0YGR4,REXO2
A0A087WUD3,OSTC
Q9NQR4,NIT2
Q9NZT2,OGFR
Q13416,ORC2
Q9UBD5,ORC3
P04181,OAT
P00480,OTC
Q92882,OSTF1
Q6GQQ9,OTUD7B
A0A2R8Y690,OSBPL2
Q9BXB4,OSBPL11
Q9H4L5,OSBPL3
Q9BZF1,OSBPL8
Q9NWT1,PAK1IP1
Q96FX8,PERP
Q02962,PAX2
Q06710,PAX8
Q8WX93,PALLD
Q9C0B5,ZDHHC5
Q6P1J9,CDC73
Q8WXF1,PSPC1
Q99497,PARK7
Q8TEW0,PARD3
Q9BRP8,PYM1
O75475,PSIP1
Q5JVF3,PCID2
O00151,PDLIM1
A0A087WVI1,PDLIM2
Q96HC4,PDLIM5
D6RH06,PDLIM7
Q5EBL8,PDZD11
O14908,GIPC1
Q63HM2,PCNX4
Q9UBV8,PEF1
Q96EY7,PTCD3
P62937,PPIA
P23284,PPIB
Q08752,PPID
Q9UNP9,PPIE
P30405,PPIF
Q00688,FKBP3
Q02790,FKBP4
Q14318,FKBP8
C9JM79,PPIG
O43447,PPIH
Q9Y237,PIN4
Q9Y3C6,PPIL1
Q8WUA2,PPIL4
Q9BXM0,PRX
A0A4W8VX11,PCM1
O60664,PLIN3
Q13610,PWP1
Q15269,PWP2
Q8NEY8,PPHLN1
K7EKI8,PPL
Q06830,PRDX1
P32119,PRDX2
H7C3T4,PRDX4
P30044,PRDX5
P30041,PRDX6
Q9BRX8,PRXL2A
Q15067,ACOX1
E9PLS4,PEX16
O43808,SLC25A17
P51659,HSD17B4
Q9BY49,PECR
B5MCF9,PES1
Q8WW12,PCNP
F8WEF5,PHRF1
A0A0D9SGE8,PHF6
Q7RTV0,PHF5A
Q9Y285,FARSA
Q9NSD9,FARSB
Q8WWQ0,PHIP
Q00325,SLC25A3
O95674,CDS2
P30086,PEBP1
Q8WUK0,PTPMT1
Q00169,PITPNA
P48739,PITPNB
A0A5F9ZHN7,SACM1L
H0YEH1,PICALM
Q13492,PICALM
P48651,PTDSS1
A0A494C0G1,PGM3
Q16822,PCK2
P36871,PGM1
Q96G03,PGM2
P00558,PGK1
P18669,PGAM1
Q6P4A8,PLBD1
O43688,PLPP2
Q8IZY2,ABCA7
H3BT06,PMM2
Q15126,PMVK
E7EPA1,PRPSAP2
Q9Y617,PSAT1
Q96BK5,PINX1
Q9H307,PNN
O00625,PIR
P53801,PTTG1IP
F5GYG0,PIWIL1
Q13835,PKP1
Q99959,PKP2
Q9Y446,PKP3
A0A0D9SF60,PKP4
Q99569,PKP4
P20020,ATP2B1
P23634,ATP2B4
Q8NC51,SERBP1
P05120,SERPINB2
P00747,PLG
Q9HBL7,PLGRKT
P13796,LCP1
P13797,PLS3
P43034,PAFAH1B1
P68402,PAFAH1B2
Q15102,PAFAH1B3
Q9HAU0,PLEKHA5
E9PKC0,PLEKHA7
Q15149,PLEC
O43660,PLRG1
O15031,PLXNB2
M0R2X2,POGZ
A0A0A0MSA9,PVR
P09874,PARP1
Q9NVV4,MTPAP
Q15365,PCBP1
Q15366,PCBP2
P21128,ENDOU
H0Y5F5,PABPC4
P11940,PABPC1
Q86U42,PABPN1
Q13310,PABPC4
A0A5F9ZI63,EED
O60828,PQBP1
Q9Y2S7,POLDIP2
Q9BY77,POLDIP3
P01833,PIGR
Q5SY16,NOL9
F2Z2M7,GALNT10
Q10471,GALNT2
Q8N4A0,GALNT4
P26599,PTBP1
O95758,PTBP3
Q8TCS8,PNPT1
P54707,ATP12A
P0CG38,POTEI
O75915,ARL6IP5
P02545,LMNA
Q3BDU5,LMNA
Q9C0J8,WDR33
Q6UN15,FIP1L1
Q9UMS4,PRPF19
Q86UA1,PRPF39
O75400,PRPF40A
O94906,PRPF6
Q6P2Q9,PRPF8
O43143,DHX15
A0A140T947,DHX16
Q9HCG8,CWC22
Q9NW64,RBM22
O75934,BCAS2
Q9HCS7,XAB2
O95926,SYF2
Q15007,WTAP
Q9UHG3,PCYOX1
Q8IY81,FTSJ3
Q2NL82,TSR1
P49768,PSEN1
Q5JRX3,PITRM1
P46087,NOP2
E9PRK2,NARS2
Q13206,DDX10
Q92841,DDX17
Q9UHI6,DDX20
Q9BUQ8,DDX23
Q96GQ7,DDX27
Q9NUL7,DDX28
Q9UJV9,DDX41
Q9H0S4,DDX47
Q9Y6V7,DDX49
Q9Y2R4,DDX52
Q9NY93,DDX56
P26196,DDX6
D6R944,DDX60
Q4VNC1,ATP13A4
F5H5T7,DPY19L2
Q9HA77,CARS2
Q8IVU3,HERC6
Q9H1B7,IRF2BPL
P0DTE2,IGHV8-51-1
A0A075B6R9,IGKV2D-24
Q9UHA3,RSL24D1
Q99848,EBNA1BP2
Q93008,USP9X
P09668,CTSH
Q8NBJ5,COLGALT1
Q02809,PLOD1
P07737,PFN1
P35080,PFN2
Q8WUM4,PDCD6IP
O75340,PDCD6
P35232,PHB
Q99623,PHB2
H3BT15,IL16
Q9HCU5,PREB
P12273,PIP
P12004,PCNA
P46013,MKI67
Q9UQ80,PA2G4
Q8IZL8,PELP1
A0A0J9YXF8,PRR4
E2QRI1,P3H1
Q8IVL6,P3H3
P13674,P4HA1
P48147,PREP
X6RJ95,PTGES2
A0A087WYT3,PTGES3
Q9P2B2,PTGFRN
Q14914,PTGR1
Q16651,PRSS8
M0QZF9,KLK3
P15309,ACP3
A6XMV8,PRSS2
A0A087WX59,ADRM1
Q06323,PSME1
A0A087X1Z3,PSME2
J3KN16,ECPAS
O95456,PSMG1
A0A140T998,PSMB8
Q5QPM7,PSMF1
H0YL69,PSMA4
P25786,PSMA1
P25787,PSMA2
P25788,PSMA3
P28066,PSMA5
P60900,PSMA6
O14818,PSMA7
P20618,PSMB1
P49721,PSMB2
P49720,PSMB3
P28070,PSMB4
P28074,PSMB5
P28072,PSMB6
Q99436,PSMB7
Q9NY61,AATF
H7BZ58,ABHD11
Q8NFV4,ABHD11
F8W9U3,ABHD14B
Q13015,MLLT11
Q8IVF2,AHNAK2
H0YDE4,PRMT1
O14744,PRMT5
Q9UKV8,AGO2
Q9H9G7,AGO3
P41223,BUD31
C9J384,CMSS1
Q9P003,CNIH4
O75629,CREG1
H9KV28,DIAPH1
H7BZJ3,PDIA3
P30101,PDIA3
P13667,PDIA4
Q14554,PDIA5
Q15084,PDIA6
P07237,P4HB
Q9BVM2,DPCD
Q8WYP5,AHCTF1
A0A0U1RRM6,ENAH
P49257,LMAN1
Q9BPY3,FAM118B
Q96BN6,FAM149B1
Q92567,FAM168A
Q5JX71,FAM209A
B3EWG6,FAM25G
Q92520,FAM3C
Q14320,FAM50A
A0A494C1T9,FAM83H
E9PH82,FAM98A
Q52LJ0,FAM98B
Q13045,FLII
Q14331,FRG1
E9PHV5,ITPRID2
A0A0U1RR22,PACSIN2
A0A0C4DGG1,PACSIN3
Q6P5S2,LEG1
Q9BRT6,LLPH
K7ELG9,LSM12
A0A140TA76,LSM14A
Q5TBP9,LSM14B
Q96GA3,LTV1
Q86UE4,MTDH
F5H6N1,MAGOHB
P61326,MAGOH
Q9BXY0,MAK16
Q969L2,MAL2
Q9NQG1,MANBAL
Q92597,NDRG1
Q9UN36,NDRG2
Q96TA1,NIBAN2
Q9BPW8,NIPSNAP1
O75323,NIPSNAP2
O60502,OGA
Q8NBL1,POGLUT1
Q8NAT1,POMGNT2
Q8N394,TMTC2
Q6ZXV5,TMTC3
Q9BRX2,PELO
C9J177,PPP1R7
O15355,PPM1G
A0A3B3IS79,SSH2
P29590,PML
Q8WVV4,POF1B
Q86U86,PBRM1
P48634,PRRC2A
Q5JSZ5,PRRC2B
Q9Y520,PRRC2C
Q9P258,RCC2
Q13123,IK
O43663,PRC1
Q5T091,RER1
Q14690,PDCD11
P60903,S100A10
P31949,S100A11
Q99584,S100A13
Q9HCY8,S100A14
Q96FQ6,S100A16
P29034,S100A2
P26447,S100A4
P06703,S100A6
P31151,S100A7
Q86SG5,S100A7A
P05109,S100A8
P06702,S100A9
P25815,S100P
O43819,SCO2
A0A669KB89,SCRIB
E7EW05,SDAD1
P55735,SEC13
Q9UBV2,SEL1L
Q01105,SET
Q9Y2Z0,SUGT1
A6NN40,SHROOM1
Q8TF72,SHROOM3
P18583,SON
Q9UK61,TASOR
Q92734,TFG
Q8WUY1,THEM6
A0A0A6YYA0,TMED7-TICAM2
F1T0I1,SEC16A
F5H365,SEC23A
Q15437,SEC23B
O95487,SEC24B
G5EA31,SEC24C
D6REX3,SEC31A
B4DR61,SEC61A1
P60468,SEC61B
P60059,SEC61G
A0A1W2PNX8,UNC45A
B9EGQ5,WIZ
Q96EC8,YIPF6
O60232,ZNRD2
A0A087WVW4,TGM5
O43548,TGM5
Q08188,TGM3
P22735,TGM1
P22061,PCMT1
H3BS02,BCKDK
H0Y6Z7,PTPRF
Q04941,PLP2
P00734,F2
B8ZZQ6,PTMA
Q9Y5F0,PCDHB13
H0YEH2,PUM1
Q15397,PUM3
P00491,PNP
A6NMK7,CPSF4L
A0A087X1C5,CYP2D7
O43824,GTPBP6
Q58FF8,HSP90AB2P
Q6DN03,H2BC20P
P01893,HLA-H
M0QYD4,ASPDH
Q5T280,SPOUT1
K7EK70,GLYR1
Q49A26,GLYR1
Q8NHP8,PLBD2
A2A3N6,PIPSL
Q9NQ29,LUC7L
Q9Y383,LUC7L2
A0A1B0GTR4,SPRR5
Q8NCQ3,LINC00301
F2Z2Y4,PDXK
O94903,PLPBP
P32322,PYCR1
Q96C36,PYCR2
Q53H96,PYCR3
P11498,PC
P29803,PDHA2
P11177,PDHB
O00330,PDHX
P30613,PKLR
P14618,PKM
Q08257,CRYZ
P50395,GDI2
Q9Y3P9,RABGAP1
Q6WKZ4,RAB11FIP1
A0A1B0GTL5,RAB11FIP5
A0A2R8Y566,RELCH
Q15042,RAB3GAP1
Q9H2M9,RAB3GAP2
Q5HYI8,RABL3
Q9H0H5,RACGAP1
A0A2R8Y5S7,RDX
P04049,RAF1
P46060,RANGAP1
Q6VN20,RANBP10
P43487,RANBP1
P52306,RAP1GDS1
Q13283,G3BP1
Q9UN86,G3BP2
P46940,IQGAP1
Q15404,RSU1
Q96PV0,SYNGAP1
P60763,RAC3
P61026,RAB10
P62491,RAB11A
Q6IQ22,RAB12
P51153,RAB13
P61106,RAB14
Q9NP72,RAB18
P62820,RAB1A
Q9H0U4,RAB1B
Q9UL25,RAB21
P57735,RAB25
O00194,RAB27B
P61019,RAB2A
Q13637,RAB32
F5H157,RAB35
O95716,RAB3D
P20339,RAB5A
P61020,RAB5B
P51148,RAB5C
P20340,RAB6A
P51149,RAB7A
P61006,RAB8A
P11233,RALA
P61224,RAP1B
F6U784,RAP2A
P62070,RRAS2
P63244,RACK1
Q15262,PTPRK
Q15493,RGN
Q96P16,RPRD1A
Q5VT52,RPRD2
P18754,RCC1
Q96TC7,RMDN3
K7ENL9,RMC1
Q92900,UPF1
Q8WUF5,PPP1R13L
Q96T23,RSF1
P35251,RFC1
P35250,RFC2
P40938,RFC3
P35249,RFC4
P40937,RFC5
Q5TEJ7,RPA2
P27694,RPA1
A0A2R8Y4J4,RMND1
Q15293,RCN1
Q14257,RCN2
Q96D15,RCN3
O95197,RTN3
Q9NQC3,RTN4
P00352,ALDH1A1
